date,event_code,goldstein,num_mentions,avg_tone,actor1,actor2,location,latitude,longitude,source_url
2025-11-07,94,-2.0,10,10,INTERNATIONAL CRIMINAL COURT,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,1121,-2.0,10,10,INTERNATIONAL CRIMINAL COURT,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,110,-2.0,4,4,SUDAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,356,7.0,3,3,SUDANESE,SUDANESE,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,120,-4.0,10,10,FIGHTER,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,111,-2.0,3,3,DIRECTOR GENERAL,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,71,7.4,20,20,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-10-30,181,-9.0,1,1,MILITARY,DARFUR,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-30,190,-10.0,5,5,PARAMILITARY,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-30,190,-10.0,5,5,PARAMILITARY,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,163,-8.0,5,5,PERPETRATOR,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,861,9.0,10,10,AFRICAN UNION,UNITED NATIONS,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,193,-10.0,5,5,UNITED NATIONS,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,74,8.5,10,10,UNITED NATIONS,AFRICAN UNION,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,100,-5.0,10,10,REBEL LEADER,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,173,-5.0,5,5,DARFUR,INTERNATIONAL CRIMINAL COURT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,190,-10.0,4,4,DARFUR,OMAR AL BASHIR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,1122,-2.0,10,10,SECURITY FORCE,LAWYER,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,186,-10.0,7,7,CHAMBER,SECURITY FORCE,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,192,-9.5,2,2,DARFUR,THE ASSOCIATED PRESS,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,42,1.9,2,2,AFGHANISTAN,SYRIA,Sudan,,16.0,SU
2025-11-06,71,7.4,20,20,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,30,4.0,2,2,SUDANESE,CIVILIAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,356,7.0,2,2,SUDANESE,CIVILIAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,51,3.4,20,20,DARFUR,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,10,0.0,1,1,SUDAN,SOUTH SUDAN,Sudan,,16.0,SU
2025-11-06,13,0.4,2,2,SYRIAN,AMBASSADOR,Sudan,,16.0,SU
2025-11-06,163,-8.0,1,1,AUSTRALIAN,BUSINESS,Sudan,,16.0,SU
2025-11-06,111,-2.0,2,2,AUSTRALIA,SUDAN,Sudan,,16.0,SU
2025-11-06,12,-0.4,10,10,SUDAN,,Sudan,,16.0,SU
2025-11-06,193,-10.0,2,2,SUDAN,,Sudan,,16.0,SU
2025-11-06,33,5.2,5,5,SUDAN,AFRICA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,130,-4.4,5,5,DOCTOR,COMMUNITY,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,85,7.0,5,5,DOCTOR,AID GROUP,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,130,-4.4,8,8,AMNESTY INTERNATIONAL,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,180,-9.0,6,6,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,20,3.0,2,2,SUDANESE,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,1246,-4.0,2,2,SUDANESE,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,80,5.0,3,3,SUDANESE,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,874,10.0,3,3,SUDANESE,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,57,8.0,5,5,,ISRAEL,Sudan,,16.0,SU
2025-11-06,42,1.9,5,5,,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,871,9.0,8,8,PRESIDENT,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,12,-0.4,1,1,THE UN,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,120,-4.0,1,1,PALESTINIAN,RIYADH,Sudan,,16.0,SU
2025-11-06,130,-4.4,3,3,SUDAN,THE UN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,43,2.8,5,5,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,192,-9.5,5,5,SUDANESE,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,13,0.4,3,3,MILITIA,UNITED ARAB EMIRATES,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,38,7.0,3,3,MILITIA,UNITED ARAB EMIRATES,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,51,3.4,10,10,PRESIDENT,KAZAKHSTAN,Sudan,,16.0,SU
2025-11-06,10,0.0,2,2,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,90,-2.0,3,3,DARFUR,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,50,3.5,2,2,SUDAN,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,30,4.0,2,2,PARAMILITARY,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,130,-4.4,2,2,ISLAMIC RELIEF,COMMUNITY,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,36,4.0,15,15,,CANBERRA,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,70,7.0,10,10,,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,40,1.0,15,15,CANBERRA,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,40,1.0,6,6,ENVOY,UNICEF,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,13,0.4,6,6,ARMY CHIEF,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,13,0.4,2,2,ARMY CHIEF,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,45,5.0,2,2,SUDAN,,Sudan,,16.0,SU
2025-11-06,86,9.0,10,10,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,190,-10.0,4,4,UNITED STATES,SUDANESE,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,90,-2.0,1,1,UNIVERSITY,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,190,-10.0,5,5,PARAMILITARY,,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-06,42,1.9,2,2,,WASHINGTON,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,871,9.0,8,8,PRESIDENT,SUDAN,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,181,-9.0,2,2,PARAMILITARY,,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,42,1.9,4,4,PARAMILITARY,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,42,1.9,2,2,PARAMILITARY,SUDAN,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,10,0.0,1,1,NORWEGIAN REFUGEE COUNCIL,DARFUR,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,43,2.8,6,6,SUDAN,PARAMILITARY,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,192,-9.5,2,2,SUDANESE,SUDAN,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,43,2.8,2,2,WASHINGTON,,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,30,4.0,2,2,WASHINGTON,SUDAN,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,62,7.4,3,3,ACTOR,SUDANESE,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,1246,-4.0,3,3,ACTOR,SUDANESE,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,192,-9.5,2,2,KORDOFAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,100,-5.0,10,10,KHARTOUM,REBEL GROUP,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,111,-2.0,10,10,THE EU,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,42,1.9,1,1,DISPLACED PEOPLE,KHARTOUM,"Al-Affad, Ash Shamaliyah, Sudan",37092,18.0,-1490
2025-11-06,43,2.8,1,1,KHARTOUM,DISPLACED PEOPLE,"Al-Affad, Ash Shamaliyah, Sudan",37092,18.0,-1490
2025-10-07,192,-9.5,6,6,SUDAN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,40,1.0,2,2,,SUDAN,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-06,43,2.8,3,3,DUBAI,,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,30,4.0,3,3,DUBAI,UNITED STATES,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,130,-4.4,2,2,ISLAMIC RELIEF,COMMUNITY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,42,1.9,1,1,DISPLACED PEOPLE,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,90,-2.0,8,8,SUDAN,,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-06,43,2.8,1,1,SUDAN,DISPLACED PEOPLE,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,50,3.5,2,2,SUDAN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,20,3.0,10,10,SUDAN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-07,181,-9.0,1,1,,THE UN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-10-07,173,-5.0,1,1,THE UN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,112,-2.0,12,12,CIVILIAN,SUDANESE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,63,7.4,10,10,MIGRANT,SOUTH SUDAN,Sudan,,16.0,SU
2025-11-06,43,2.8,2,2,RESIDENTS,FIGHTER,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,110,-2.0,10,10,ARMY,,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,190,-10.0,4,4,SUDAN,PROSECUTOR,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,20,3.0,5,5,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,51,3.4,8,8,SUDAN,PRESIDENT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,10,0.0,1,1,SUDAN,TELEVISION,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,10,0.0,3,3,SUDAN,TELEVISION,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,30,4.0,6,6,SUDANESE,SUDANESE,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,356,7.0,6,6,SUDANESE,SUDANESE,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,42,1.9,2,2,FIGHTER,RESIDENTS,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,181,-9.0,6,6,FIGHTER,RESIDENTS,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,42,1.9,6,6,,SUDAN,"El Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-06,42,1.9,1,1,DISPLACED PEOPLE,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,43,2.8,6,6,SUDAN,,"El Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-06,90,-2.0,2,2,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,30,4.0,8,8,KHARTOUM,UNITED ARAB EMIRATES,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,43,2.8,1,1,SUDAN,DISPLACED PEOPLE,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,30,4.0,2,2,SUDANESE,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,20,3.0,10,10,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,130,-4.4,8,8,HOSPITAL,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,12,-0.4,2,2,HOSPITAL,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,130,-4.4,3,3,ISLAMIC RELIEF,COMMUNITY,"Al-Affad, Ash Shamaliyah, Sudan",37092,18.0,-1490
2025-11-06,50,3.5,1,1,SUDAN,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,20,3.0,10,10,SUDAN,,"Al-Affad, Ash Shamaliyah, Sudan",37092,18.0,-1490
2025-11-06,50,3.5,3,3,SUDANESE,,"Al-Affad, Ash Shamaliyah, Sudan",37092,18.0,-1490
2025-11-06,130,-4.4,10,10,UNITED NATIONS,SUDAN,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
2025-11-06,233,3.4,10,10,ISLAMIC RELIEF,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,46,7.0,5,5,ISLAMIC RELIEF,SUDANESE,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,30,4.0,2,2,SUDAN,,Sudan,,16.0,SU
2025-11-06,32,4.5,10,10,SUDAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,143,-6.5,2,2,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,180,-9.0,4,4,SUDAN,USAID,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,30,4.0,2,2,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,20,3.0,10,10,SUDAN,SUDAN,Sudan,,16.0,SU
2025-11-06,10,0.0,10,10,US OFFICIAL,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,71,7.4,5,5,JOE BIDEN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,32,4.5,10,10,SUDAN,,Sudan,,16.0,SU
2025-11-06,190,-10.0,1,1,,SUDAN,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-06,190,-10.0,1,1,,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,125,-5.0,10,10,SCHOOL,,Sudan,,16.0,SU
2025-11-06,871,9.0,8,8,PRESIDENT,SUDAN,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,12,-0.4,5,5,THE UN,SUDAN,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,874,10.0,5,5,COMMANDER,REBELLION,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-06,202,-10.0,10,10,ARMY,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,10,0.0,4,4,SAUDI ARABIA,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,10,0.0,2,2,SUDAN,,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-06,20,3.0,10,10,SUDAN,,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,30,4.0,10,10,SUDAN,,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-06,871,9.0,10,10,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,1056,-5.0,1,1,SUDAN,,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-06,1056,-5.0,1,1,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,192,-9.5,1,1,DARFUR,,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,192,-9.5,10,10,KORDOFAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,154,-7.2,4,4,SUDANESE,BARA,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,356,7.0,20,10,SUDAN,A US,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,356,7.0,10,10,SUDAN,ARMY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,356,7.0,5,5,SUDAN,,Sudan,,16.0,SU
2024-11-06,72,8.3,1,1,TURKEY,MILITARY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,120,-4.0,4,4,ABU DHABI,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,128,-5.0,1,1,PARAMILITARY,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,128,-5.0,4,4,PARAMILITARY,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,138,-7.0,10,10,OMDURMAN,,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-06,181,-9.0,6,6,SUDAN,EGYPT,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,51,3.4,2,2,SUDANESE,TURKEY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,72,8.3,1,1,TURKEY,MILITARY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,112,-2.0,8,8,THE US,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-05,180,-9.0,1,1,LIBYAN,INTERNATIONAL CRIMINAL COURT,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,60,6.0,2,2,SUDANESE,THE US,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,25,-0.3,2,2,UNITED STATES,AUTHORITIES,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,50,3.5,3,3,THE US,SUDANESE,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,80,5.0,2,2,,INTERNATIONAL ORGANIZATION FOR MIGRATION,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,40,1.0,16,16,,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-06,163,-8.0,3,3,,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,20,3.0,18,14,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,193,-10.0,10,10,FIGHTER,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,40,1.0,6,6,,GOVERNOR,Sudan,,16.0,SU
2025-11-06,43,2.8,6,6,GOVERNOR,,Sudan,,16.0,SU
2025-11-06,112,-2.0,4,4,PRESIDENT,DEPUTY,Sudan,,16.0,SU
2025-11-06,202,-10.0,4,4,SUDAN,HOSPITAL,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,174,-5.0,1,1,,IRELAND,Sudan,,16.0,SU
2025-11-06,173,-5.0,6,6,PRISON,,Sudan,,16.0,SU
2025-11-06,50,3.5,10,10,THE US,,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,84,7.0,5,5,CIVILIAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,36,4.0,3,3,THE UN,SUDAN,Sudan,,16.0,SU
2025-11-06,1821,-9.0,1,1,DOCTORS WITHOUT BORDERS,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,10,0.0,4,4,SUDAN,,"Rahma, An Nil al Abya?, Sudan",37086,14.4667,-13100
2025-11-06,73,7.4,2,2,SUDANESE,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,46,7.0,3,3,SUDAN,SOUTH SUDAN,Sudan,,16.0,SU
2025-11-06,80,5.0,10,10,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,874,10.0,10,10,SUDAN,CIVILIAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,190,-10.0,5,5,SUDAN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,332,5.2,1,1,CHAD,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,94,-2.0,5,5,THE INTERNATIONAL COMMUNITY,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,80,5.0,1,1,,INTERNATIONAL ORGANIZATION FOR MIGRATION,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,332,5.2,3,3,GOVERNMENT,SECURITY PERSONNEL,Sudan,,16.0,SU
2025-11-06,50,3.5,2,2,ENVOY,SUDAN,Sudan,,16.0,SU
2025-11-06,10,0.0,3,3,ISLAMIC RELIEF,PORT SUDAN,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-06,10,0.0,2,2,SUDAN,,"Al-Affad, Ash Shamaliyah, Sudan",37092,18.0,-1490
2025-11-06,12,-0.4,2,2,SUDAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,14,0.0,6,6,SOUTH SUDANESE,,"Al-Affad, Ash Shamaliyah, Sudan",37092,18.0,-1490
2025-11-06,112,-2.0,2,2,,UNITED ARAB EMIRATES,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,111,-2.0,2,2,UNITED ARAB EMIRATES,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,192,-9.5,3,3,ARMY,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,231,3.4,5,5,SUDAN,,Sudan,,16.0,SU
2025-11-06,161,-4.0,8,8,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,84,7.0,2,2,SUDANESE,FIGHTER,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,70,7.0,3,3,MINISTRY,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,51,3.4,10,10,MINISTRY,UKRAINE,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,874,10.0,2,2,DISPLACED PERSON,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,120,-4.0,4,4,SUDANESE,SETTLEMENT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,333,5.2,2,2,MANAMA,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,72,8.3,3,3,CIVILIAN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,111,-2.0,4,4,FRENCH,MILITIA,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,14,0.0,2,2,GOVERNMENT,SUDANESE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,1384,-7.0,2,2,GOVERNMENT,SUDANESE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,138,-7.0,1,1,UNITED NATIONS,WORLD HEALTH ORGANIZATION,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,51,3.4,4,4,UNITED NATIONS,ITALIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,36,4.0,1,1,THE UN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,36,4.0,1,1,THE UN,SOUTH SUDAN,"Dabanga, Shamal Darfur, Sudan",37080,13.3267,11081854
2025-11-06,46,7.0,3,3,SUDAN,SOUTH SUDAN,"Dabanga, Shamal Darfur, Sudan",37080,13.3267,11081854
2025-11-06,311,5.2,5,5,,SUDAN,Sudan,,16.0,SU
2025-11-06,80,5.0,8,8,UNICEF,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-06,195,-10.0,5,5,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-06,45,5.0,10,10,ISTANBUL,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,233,3.4,2,2,THE INTERNATIONAL COMMUNITY,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-06,190,-10.0,1,1,ERITREA,SUDANESE,Sudan,,16.0,SU
2025-11-06,10,0.0,3,3,SUDAN,EMIRATI,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2024-11-06,61,6.4,2,2,SWEDEN,,Sudan,,16.0,SU
2025-11-06,70,7.0,8,8,PRESIDENT,,Sudan,,16.0,SU
2025-11-06,60,6.0,1,1,MINISTRY,INDONESIA,Sudan,,16.0,SU
2025-11-06,23,3.4,5,5,MINISTRY,SUDAN,Sudan,,16.0,SU
2025-11-06,52,3.5,3,3,INDONESIA,SUDAN,Sudan,,16.0,SU
2025-11-06,90,-2.0,1,1,SOUTH SUDAN,,Sudan,,16.0,SU
2025-11-06,173,-5.0,4,4,,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,100,-5.0,2,2,,ARMED GROUP,Sudan,,16.0,SU
2025-11-06,40,1.0,3,3,AFRICA,SPECIAL ENVOY,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-06,40,1.0,3,3,AFRICA,SPECIAL ENVOY,"Abyei, Janub Kurdufan, Sudan",125,9.59525,-925
