objectid,adm0_name,adm0_iso3,adm0_m49,adm1_name,adm1_pcode,adm2_pcode,adm2_name,adm_name,adm_pcode,adm_level,round,coll_start_date,coll_end_date,coll_mid_date,surveys,tot_crop_producers,tot_ls_producers,tot_fish_producers,hh_agricactivity_1,hh_agricactivity_2,hh_agricactivity_3,hh_agricactivity_4,hh_agricactivity_888,hh_agricactivity_999,resp_isfishproducer_1,resp_iscropproducer_1,resp_islsproducer_1,crp_area_change_1,crp_area_change_2,crp_area_change_3,crp_area_change_4,crp_area_change_5,crp_area_change_888,crp_area_change_999,crp_harv_change_1,crp_harv_change_2,crp_harv_change_3,crp_harv_change_4,crp_harv_change_5,crp_harv_change_888,crp_harv_change_999,crp_main_1100,crp_main_1200,crp_main_1300,crp_main_1400,crp_main_1500,crp_main_1600,crp_main_1990,crp_main_2100,crp_main_2200,crp_main_2300,crp_main_2400,crp_main_2500,crp_main_2600,crp_main_2990,crp_main_3100,crp_main_3200,crp_main_3300,crp_main_3400,crp_main_3500,crp_main_3600,crp_main_3700,crp_main_3990,crp_main_4100,crp_main_4200,crp_main_4300,crp_main_4400,crp_main_4500,crp_main_4600,crp_main_4700,crp_main_4900,crp_main_4101,crp_main_4990,crp_main_5100,crp_main_5200,crp_main_5300,crp_main_5400,crp_main_5500,crp_main_5600,crp_main_5700,crp_main_5800,crp_main_5900,crp_main_5101,crp_main_5110,crp_main_5990,crp_main_6100,crp_main_6200,crp_main_6300,crp_main_6400,crp_main_6990,crp_main_7100,crp_main_7200,crp_main_7300,crp_main_7400,crp_main_7500,crp_main_7600,crp_main_7700,crp_main_7800,crp_main_7900,crp_main_7101,crp_main_7110,crp_main_7120,crp_main_7130,crp_main_7140,crp_main_7150,crp_main_7160,crp_main_7170,crp_main_7180,crp_main_7990,crp_main_8100,crp_main_8200,crp_main_8300,crp_main_8400,crp_main_8500,crp_main_8600,crp_main_8700,crp_main_8800,crp_main_8990,crp_main_9100,crp_main_9200,crp_main_9300,crp_main_9400,crp_main_9500,crp_main_9990,crp_main_10100,crp_main_10200,crp_main_10300,crp_main_10400,crp_main_10500,crp_main_10600,crp_main_10990,crp_main_777000,crp_main_888000,crp_main_999000,crp_irrig_source_1,crp_irrig_source_2,crp_irrig_source_3,crp_irrig_source_4,crp_irrig_source_5,crp_irrig_source_666,crp_irrig_source_888,crp_irrig_source_999,crp_irrig_system_1,crp_irrig_system_2,crp_irrig_system_3,crp_irrig_system_4,crp_irrig_system_5,crp_irrig_system_888,crp_irrig_system_999,crp_irrig_pay_0,crp_irrig_pay_1,crp_irrig_pay_888,crp_irrig_pay_999,crp_storage_1,crp_storage_2,crp_storage_3,crp_storage_4,crp_storage_5,crp_storage_6,crp_storage_888,crp_storage_999,crp_salesprice_1,crp_salesprice_2,crp_salesprice_3,crp_salesprice_4,crp_salesprice_5,crp_salesprice_888,crp_salesprice_999,crp_proddif_0,crp_proddif_1,crp_proddif_888,crp_proddif_999,crp_proddif_access_credit_1,crp_proddif_access_fertilize_1,crp_proddif_access_fuel_1,crp_proddif_access_labour_1,crp_proddif_access_machinery_1,crp_proddif_access_pesticide_1,crp_proddif_access_plot_1,crp_proddif_animal_grazing_1,crp_proddif_dk_1,crp_proddif_excess_water_1,crp_proddif_lack_irrigation_1,crp_proddif_other_1,crp_proddif_pest_outbreak_1,crp_proddif_plant_disease_1,crp_proddif_ref_1,crp_proddif_seed_quality_1,crp_proddif_seed_quantity_1,crp_proddif_soil_erosion_1,crp_salesdif_0,crp_salesdif_1,crp_salesdif_888,crp_salesdif_999,crp_saledif_competition_1,crp_saledif_damage_losses_1,crp_saledif_dk_1,crp_saledif_low_demand_1,crp_saledif_low_price_1,crp_saledif_marketing_cost_1,crp_saledif_other_1,crp_saledif_pay_delay_1,crp_saledif_processing_1,crp_saledif_ref_1,crp_seed_company_1,crp_seed_dk_1,crp_seed_gov_1,crp_seed_market_1,crp_seed_ngo_1,crp_seed_organized_community_1,crp_seed_other_1,crp_seed_ownprod_1,crp_seed_ref_1,crp_seed_relatives_friends_1,hh_age_median,hh_age_wmean,hh_age_stddev,hh_age_ci_low,hh_age_ci_high,hh_size_median,hh_size_wmean,hh_size_stddev,hh_size_ci_low,hh_size_ci_high,tot_income_median,tot_income_wmean,tot_income_stddev,tot_income_ci_low,tot_income_ci_high,crp_harv_lastyr_kg_median,crp_harv_lastyr_kg_wmean,crp_harv_lastyr_kg_stddev,crp_harv_lastyr_kg_ci_low,crp_harv_lastyr_kg_ci_high,crp_harv_vol_kg_median,crp_harv_vol_kg_wmean,crp_harv_vol_kg_stddev,crp_harv_vol_kg_ci_low,crp_harv_vol_kg_ci_high,crp_landsize_ha_median,crp_landsize_ha_wmean,crp_landsize_ha_stddev,crp_landsize_ha_ci_low,crp_landsize_ha_ci_high
4121,Palestine,PSE,275,West Bank,PS01,PS0101,Jenin,Jenin,PS0101,2,1,4/18/2024 12:00:00 AM,5/22/2024 12:00:00 AM,5/5/2024 12:00:00 AM,157,119,112,,22.9284,18.4701,52.8627,5.7321,,,,75.7911,71.3328,2.9127,7.7672,66.0212,18.4471,3.8836,0.9709,,4.8545,22.3307,29.127,18.4471,12.6217,12.6217,,,39.8069,,,,,19.418,,0.9709,,,,,,,,,,,,,1.9418,,,,,,,,,1.9418,0.9709,14.5635,7.7672,0.9709,,2.9127,,,0.9709,,,0.9709,,,,,,,,,,,,,,,,,0.9709,2.9127,,,,,,,,,,,,,,,,,,,,,,,,,,2.9127,,,,,,,70.8757,10.6799,2.9127,2.9127,10.6799,1.9418,,,6.6666,53.3328,,,39.9996,,,13.3332,86.6658,,,78.6429,7.7672,10.6799,1.9418,,,0.9709,,4.762,23.81,14.286,21.429,33.334,2.381,,37.3928,61.7416,0.8696,,1.4085,42.255,11.268,5.634,19.719,22.536,50.706,18.3105,,22.536,23.9445,7.0425,22.536,35.2125,,8.451,29.5785,4.2255,28.572,71.43,,,19.9998,43.3329,,69.9993,69.9993,46.6662,,36.6663,,,23.3016,,18.4471,76.7011,0.9709,2.9127,2.9127,10.6799,,0.9709,3,3.44444444444444,0.549200790012391,3.07831058443618,3.81057830445271,7,6.80769230769231,2.79535613385824,6.36007709074986,7.25530752463475,,,0,,,2200,8408.068,12836.4831853168,4777.36227723016,12038.7737227698,3000,7609.76326530612,15178.2934757716,3273.10798651424,11946.418544098,1,1.64871794871795,1.93956401412104,1.29009243564317,2.00734346179273
4122,Palestine,PSE,275,West Bank,PS01,PS0135,Jericho,Jericho,PS0135,2,1,4/18/2024 12:00:00 AM,5/26/2024 12:00:00 AM,5/7/2024 12:00:00 AM,74,28,67,,9.4598,62.1644,28.3794,,,,,37.8392,90.5438,3.8462,3.8462,65.3854,7.6924,19.231,,,7.6924,26.9234,30.7696,19.231,7.6924,7.6924,,,11.5386,,,,,23.0772,,,,,,,,,,,,,,,,,,3.8462,,,,,,,,,26.9234,,,7.6924,,,3.8462,,,,3.8462,,,,,,,,,,,,,,19.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9234,42.3082,11.5386,3.8462,11.5386,3.8462,,,10.5264,52.632,,,36.8424,,,36.8424,63.1584,,,50.0006,19.231,19.231,3.8462,,,7.6924,,24.9999,24.9999,8.3333,24.9999,16.6666,,,44.4444,55.5555,,,,46.6669,20.0001,,20.0001,46.6669,40.0002,6.6667,,6.6667,33.3335,20.0001,13.3334,53.3336,,6.6667,46.6669,,8.3333,91.6663,,,9.0909,45.4545,,63.6363,81.8181,45.4545,18.1818,63.6363,,,26.9234,,19.231,84.6164,,7.6924,,15.3848,,,3,3,0.529622212949327,2.62550054175651,3.37449945824349,8,7.9041095890411,3.48955612630559,7.08726628458491,8.72095289349728,,,0,,,9500,22965.625,48199.3720465217,-1134.06102326085,47065.3110232608,6000,12002.9411764706,13199.8309944207,5600.08265525901,18405.7996976822,3,3.05208333333333,2.58346625470067,1.9973876513807,4.10677901528596
4123,Palestine,PSE,275,West Bank,PS01,PS0140,Jerusalem,Jerusalem,PS0140,2,1,4/19/2024 12:00:00 AM,5/27/2024 12:00:00 AM,5/8/2024 12:00:00 AM,149,65,143,,2.6844,55.0302,40.9371,1.3422,,,,43.6215,95.9673,2,8,58,18,14,,,4,20,10,24,26,16,,,42,,,,,34,,,,,,,,,,,,,,,4,,,,,,,,,,,4,,,2,2,,,,,,4,,,,,,,,,,,,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,86,4,,,10,,,,57.1428,42.8571,,,,,,,99.9999,,,76,4,6,6,,4,4,,20,,40,20,,20,,37.2878,62.7113,,,5.4054,21.6216,2.7027,10.8108,29.7297,24.3243,51.3513,24.3243,,,35.1351,2.7027,24.3243,24.3243,,10.8108,21.6216,5.4054,40,60,,,33.3333,,,99.9999,66.6666,66.6666,,33.3333,,,12,,52,68,,,,20,,,3,3.10526315789474,0.458728109551078,2.8947842660953,3.31574204969417,8,8.19727891156463,3.2278692121076,7.66481858055913,8.72973924257012,,,0,,,257.5,365.642857142857,368.271951931375,168.793218673473,562.492495612241,400,693.75,1218.89765900261,84.301170498695,1303.1988295013,0.9,1.2590625,1.45297187385795,0.895819531535512,1.62230546846449
4124,Palestine,PSE,275,West Bank,PS01,PS0115,Nablus,Nablus,PS0115,2,1,4/19/2024 12:00:00 AM,5/27/2024 12:00:00 AM,5/8/2024 12:00:00 AM,160,112,125,,18.125,26.25,51.875,3.75,,,,70,78.125,4,9,56,14,15,2,,8,24,15,23,14,16,,,46,,,,,12,,4,1,,,,,,,,,,,,4,,,1,,,,,,,3,11,6,,,1,,,,,,,,,1,,,,,,,,,,,,,,4,4,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,66,14,3,4,11,2,,,8.8236,35.2944,,,55.8828,,,5.8824,94.1184,,,63,17,9,7,1,,3,,6.0606,15.1515,18.1818,39.3939,21.2121,,,37.9619,61.1094,0.9259,,1.5152,30.304,7.576,1.5152,15.152,13.6368,51.5168,15.152,,13.6368,10.6064,9.0912,7.576,34.8496,,4.5456,16.6672,9.0912,27.2727,72.7272,,,16.6668,25.0002,,45.8337,54.1671,37.5003,,20.8335,,,18,,32,74,1,1,2,16,,1,4,3.45454545454545,0.692247133810783,3.03710472635467,3.87198618273624,7,7.45222929936306,2.61383819860985,7.03501530247686,7.86944329624926,,,0,,,5000,14283.2790697674,33536.846203322,4054.63687082535,24511.9212687095,2500,11897.5777777778,27695.3573925578,3640.4175389897,20154.7380165659,1,2.35440366972477,3.05881218407568,1.76844152743229,2.94036581201725
4125,Palestine,PSE,275,West Bank,PS01,PS0120_PS0125_PS0110,Qalqilya - Salfit - Tulkarm,Qalqilya - Salfit - Tulkarm,PS0120_PS0125_PS0110,2,1,4/18/2024 12:00:00 AM,5/27/2024 12:00:00 AM,5/7/2024 12:00:00 AM,161,148,31,,73.2898,0.6211,18.633,7.4532,,,,91.9228,19.2541,2.9412,8.8236,66.177,11.0295,8.8236,2.2059,,5.8824,13.9707,36.0297,19.1178,19.8531,5.1471,,,1.4706,,,,,1.4706,,2.9412,,,,,0.7353,2.9412,,2.2059,,,,,2.9412,2.2059,,0.7353,,,,,,5.1471,0.7353,11.7648,19.8531,,1.4706,2.9412,0.7353,1.4706,1.4706,,0.7353,,0.7353,0.7353,8.0883,,,2.2059,,,,0.7353,7.353,,8.8236,,,,,5.1471,,,,,1.4706,,,,,,,,,,,,,,,,,,,,,0.7353,,,,,,,13.2354,49.2651,4.4118,5.8824,23.5296,3.6765,,,38.985,44.9175,1.695,0.8475,13.56,,,0.8475,98.31,0.8475,,61.7652,16.9119,10.2942,6.6177,,0.7353,3.6765,,8.3336,18.7506,14.5838,28.1259,29.1676,1.0417,,39.2865,59.2869,1.4286,,1.2048,38.5536,8.4336,7.2288,13.2528,38.5536,44.5776,14.4576,,24.096,18.072,8.4336,20.4816,46.9872,,7.2288,28.9152,13.2528,25.0008,75.0024,,,29.1669,56.9449,,62.5005,76.3895,52.7782,6.9445,41.667,4.1667,,34.5591,0.7353,12.5001,80.1477,,,0.7353,2.2059,,1.4706,4,3.6,0.575107517396005,3.08560819869256,4.11439180130744,6,6.33962264150943,2.53588392127345,5.93740528851682,6.74183999450205,,,0,,,5000,14717.1775700935,34564.9026067705,8034.14705203854,21400.2080881484,3900,10897.6216216216,19476.7833172696,7200.31269819656,14594.9305450467,0.5,1.20435810810811,2.06261983645463,0.865265495799026,1.54345072041719
4126,Palestine,PSE,275,West Bank,PS01,PS0130,Ramallah,Ramallah,PS0130,2,1,4/18/2024 12:00:00 AM,5/25/2024 12:00:00 AM,5/6/2024 12:00:00 AM,161,84,155,,2.4844,46.5825,49.688,1.2422,,,,52.1724,96.2705,1.5152,4.5456,45.456,18.1824,30.304,,,7.576,15.152,12.1216,13.6368,33.3344,18.1824,,,57.5776,,,,,30.304,,,,,,,,,,3.0304,,,,,1.5152,,,,,,,,,,,1.5152,,,,1.5152,,,1.5152,,,1.5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5152,,,,,,,,,,,93.9424,4.5456,,,1.5152,,,,50,25,,,25,,,25,75,,,62.1232,10.6064,15.152,4.5456,1.5152,3.0304,3.0304,,,,57.1428,28.5714,14.2857,,,23.75,76.25,,,,31.1467,9.8358,6.5572,29.5074,13.1144,88.5222,26.2288,,6.5572,13.1144,8.1965,8.1965,6.5572,,1.6393,26.2288,1.6393,57.1428,42.8571,,,,33.3333,,99.9999,33.3333,33.3333,,33.3333,,,12.1216,,43.9408,74.2448,6.0608,,,37.88,,,3,2.83333333333333,0.442640190388801,2.47191913129968,3.19474753536699,8,8.05590062111801,3.31729831273995,7.53302115694406,8.57878008529197,,,0,,,750,1461.2880952381,1511.99440881147,801.399635359185,2121.176555117,525,667.6375,721.910706452594,359.813740479045,975.461259520956,1.7,2.89775,3.49801640550159,2.13442023998055,3.66107976001945
4127,Palestine,PSE,275,West Bank,PS01,PS0105,Tubas,Tubas,PS0105,2,1,4/18/2024 12:00:00 AM,5/25/2024 12:00:00 AM,5/6/2024 12:00:00 AM,143,110,106,,24.4755,21.6783,52.4475,1.3986,,,,76.923,74.1258,5.7144,9.524,54.2868,17.1432,13.3336,,,14.286,31.4292,19.048,18.0956,11.4288,5.7144,,,49.5248,,,0.9524,,9.524,,3.8096,,,,,,,,,,,,,5.7144,,,,,,,,,,0.9524,8.5716,13.3336,,0.9524,,,,,,,,,,,,,,,,,,,,,,0.9524,,2.8572,1.9048,,,,,,,,,,,,,,,,,,,,,,,,,,0.9524,,,,,,,65.7156,10.4764,1.9048,,19.048,2.8572,,,36.1114,33.3336,,,30.5558,,,27.778,72.2228,,,65.7156,14.286,7.6192,6.6668,0.9524,0.9524,3.8096,,4.5454,22.727,13.6362,24.9997,34.0905,,,37.9619,62.0353,,,,20.895,5.97,5.97,7.4625,19.4025,56.715,8.955,,13.4325,17.91,10.4475,7.4625,25.3725,,7.4625,13.4325,7.4625,36.3632,63.6356,,,21.4284,49.9996,,35.714,46.4282,49.9996,3.5714,14.2856,3.5714,,19.048,,34.2864,80.954,,,0.9524,12.3812,,0.9524,3,3.15384615384615,0.567155047989528,2.83924513743623,3.46844717025607,6,7.15492957746479,3.30730247616322,6.59984426061586,7.71001489431372,,,0,,,3500,19770.8333333333,42397.1339357488,8823.94042266132,30717.7262440053,5500,15821.8571428571,28845.4556859876,8926.47436582118,22717.2399198931,2,3.34018518518519,3.95862086423495,2.57834824465661,4.10202212571376
4156,Chad,TCD,148,Barh-El-Gazel,TD19,TD1902,Barh-El-Gazel Nord,Barh-El-Gazel Nord,TD1902,2,7,8/19/2024 12:00:00 AM,8/30/2024 12:00:00 AM,8/24/2024 12:00:00 AM,250,164,192,1,10.4,21.6,55.2,12.8,,,0.4,65.6,76.8,,39.8775,34.356,21.4725,4.2945,,,,75.4605,19.632,4.908,,,,,,98.7876,0.6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6098,,,98.16,,,,0.6135,1.227,,,,,,,,,,95.0642,4.9384,,,67.485,1.8405,2.454,9.2025,1.227,17.7915,,,29.7625,33.334,29.7625,7.143,,,,21.9528,78.0544,,,,13.2821,,0.7813,10.9382,,,8.5943,,7.813,4.6878,6.2504,32.0333,53.9097,,8.5943,10.9382,11.7195,47.62,52.382,,,,11.3635,,11.3635,,29.5451,63.6356,,13.6362,,,,,58.896,,,,42.3315,,1.227,2,2.47619047619048,0.508605253286128,2.34803399850513,2.60434695387582,7,7.41935483870968,2.21747086667086,7.13773575702326,7.7009739203961,35000,48362.016,44177.7630373754,42773.9218748278,53950.1101251722,0,429.012345679012,3247.23116147274,-81.2408041782425,939.265495536267,200,304.049079754601,413.710941941964,239.24039604452,368.857763464682,1,1.43594969963415,0.594445161227548,1.34311296256876,1.52878643669953
4157,Chad,TCD,148,Barh-El-Gazel,TD19,TD1903,Barh-El-Gazel Ouest,Barh-El-Gazel Ouest,TD1903,2,7,8/15/2024 12:00:00 AM,9/2/2024 12:00:00 AM,8/24/2024 12:00:00 AM,272,261,250,4,6.2492,2.2056,89.6944,1.838,,,1.4704,95.9436,91.9,0.7662,18.0057,70.1073,10.3437,0.3831,0.3831,,26.0508,60.5298,12.6423,0.3831,,0.3831,,,,98.4567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1493,,,,,,,,,,,,,,,,,,,,,,,,99.606,0.3831,,,,,,,,,,,,,,97.6905,2.2986,,,47.8875,1.9155,0.3831,0.7662,17.6226,31.4142,,,8.3332,89.5819,,2.0833,,,,78.5355,21.4536,,,,80.3565,3.5714,19.6427,7.1428,8.9285,1.7857,55.3567,,5.3571,,,28.5712,51.7853,,49.9996,24.9998,,39.5827,60.4157,,,3.4483,68.966,,34.483,13.7932,86.2075,20.6898,3.4483,13.7932,,1.1493,,5.3634,96.1581,2.6817,0.3831,,6.8958,,7.662,2,2.43396226415094,0.545398994652229,2.28412963718599,2.5837948911159,7,7.07380073800738,2.41548402565988,6.7803403280291,7.36726114798566,50000,55522.0588235294,36706.4434538348,51070.7487205611,59973.3689264977,0,11.3680555555556,55.3989102907407,2.1349038404321,20.601207270679,400,368.979310344828,309.377926009737,317.594433701561,420.364186988095,1,14.6914047686154,60.9455311112812,-0.427320782956842,29.8101303201876
4158,Chad,TCD,148,Barh-El-Gazel,TD19,TD1901,Barh-El-Gazel Sud,Barh-El-Gazel Sud,TD1901,2,7,8/14/2024 12:00:00 AM,8/30/2024 12:00:00 AM,8/22/2024 12:00:00 AM,276,197,133,10,31.5201,8.3329,39.853,20.2888,,,3.623,71.3731,48.1859,1.0256,39.9984,44.1008,12.3072,2.0512,0.5128,,1.5384,78.4584,15.8968,3.5896,,0.5128,,,0.5076,80.2008,7.1064,3.5532,,,,,,0.5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5988,,,,0.5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0152,,,91.2784,2.564,0.5128,0.5128,0.5128,4.6152,,,,,,,,,,90.6675,9.3258,,,48.716,24.6144,5.128,4.6152,3.0768,13.3328,0.5128,,11.1111,52.5252,15.1515,21.2121,,,,37.2446,62.7546,,,2.439,8.13,2.439,2.439,4.065,1.626,2.439,34.146,,10.569,6.504,1.626,39.024,34.959,,8.943,10.569,2.439,52.5252,45.4545,2.0202,,6.6666,17.7776,2.2222,33.333,26.6664,39.9996,8.8888,2.2222,24.4442,,,,,51.7928,0.5128,1.0256,,53.3312,,0.5128,3,2.52,0.50526494078039,2.37708949363135,2.66291050636865,8,7.87084870848709,3.00216931209189,7.50611111229867,8.2355863046755,50000,73484.1086956522,73793.489848953,64600.4164680099,82367.8009232944,60,2839.94979057592,20620.3272154106,-144.119234602342,5824.01881575417,300,722.557724867725,2059.31640155137,422.971271217782,1022.14417851767,2,4.12391918258883,17.4752084171955,1.6338050872907,6.61403327788696
4159,Chad,TCD,148,Kanem,TD06,TD0601,Kanem,Kanem,TD0601,2,7,8/14/2024 12:00:00 AM,8/30/2024 12:00:00 AM,8/22/2024 12:00:00 AM,281,240,171,0,30.9633,6.4062,54.4527,8.1857,,,,85.416,60.8589,,57.5046,35.4195,7.0839,,,,4.167,68.7555,8.334,18.7515,,,,,0.4167,89.1738,1.6668,5.4171,,,,,0.4167,,0.4167,,,,,,,,,,,,,,,,,,,,0.4167,1.6668,,,,,,,0.4167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2577,,,,0.4167,3.3336,,,,,,,,,,93.7575,6.2505,,,23.3352,31.2525,12.0843,4.167,26.2521,2.9169,,,4.3479,56.5227,8.6958,30.4353,,,,16.668,83.34,,,15,60,10,39.5,29,33.5,1.5,52.5,,18,1.5,,38.5,68,,51.5,42.5,6,56.5227,43.479,,,6.6666,49.9995,,43.3329,49.9995,89.9991,,6.6666,39.9996,,1.6668,,,73.7559,,1.2501,,34.1694,,24.1686,3,2.85,0.489879732490912,2.63091912347018,3.06908087652982,7,7.64056939501779,2.6945645022877,7.3190809116481,7.96205787838749,130000,141607.017793594,69346.1570943962,133333.32798106,149880.707606128,100,338.185654008439,1940.28951758027,86.1149582778408,590.256349739037,400,485.162932489451,323.277482734457,443.164674369429,527.161190609474,2,1.57524771573604,0.872499920659579,1.45092162481268,1.6995738066594
4160,Chad,TCD,148,Kanem,TD06,TD0602,Nord Kanem,Nord Kanem,TD0602,2,7,8/21/2024 12:00:00 AM,8/30/2024 12:00:00 AM,8/25/2024 12:00:00 AM,266,209,209,0,10.5252,10.5252,68.0379,10.9011,,,,78.5631,78.5631,,51.678,41.151,7.1775,,,,0.4785,62.6835,7.1775,29.667,,,,,,96.657,,0.957,,,,,,,,,,,,,,,,,0.957,,,,,,,,,,,,,,,,,,0.4785,,,,,,,,,,,,,,,,,,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.571,,,,0.4785,0.957,,,,,,,,,,97.614,2.3925,,,24.4035,8.613,25.839,23.4465,16.7475,0.957,,,,24.0747,9.2595,66.6684,,,,2.3925,97.614,,,33.8238,54.9024,12.255,36.2748,42.1572,48.5298,2.9412,65.6868,,50.9808,1.4706,,69.6084,59.8044,,42.6474,49.5102,19.1178,18.519,81.4836,,,36.3632,77.2718,,68.181,68.181,97.7261,,9.0908,59.0902,,1.914,,,70.3395,,,,36.366,,23.925,3,2.92592592592593,0.389532483340247,2.77599480318286,3.07585704866899,8,7.79847908745247,2.4851588627886,7.49199616691291,8.10496200799203,120000,138930.45112782,61929.5253847603,131336.165470014,146524.736785625,100,99.043062200957,156.507334713317,77.3913847764909,120.694739625423,300,361.244019138756,210.119194929456,332.175521885036,390.312516392476,1,1.10589003896552,0.660825078395747,0.996132967495997,1.21564711043504
4161,Chad,TCD,148,Kanem,TD06,TD0603,Wadi Bissam,Wadi Bissam,TD0603,2,7,8/14/2024 12:00:00 AM,8/22/2024 12:00:00 AM,8/18/2024 12:00:00 AM,230,221,214,0,5.2176,2.174,90.8732,1.7392,,,,96.0908,93.0472,,16.29,76.925,6.7875,,,,31.2225,57.015,11.3125,,,0.4525,,,0.905,98.645,0.4525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0025,,,,,,,,,,,,,,,98.1925,1.81,,,52.49,1.3575,1.3575,1.3575,21.2675,22.1725,,,16,68,8,8,,,,85.07,14.48,0.4525,,3.125,75,,12.5,3.125,6.25,,68.75,,3.125,,,21.875,81.25,,43.75,28.125,,68,32,,,,87.5,,37.5,25,75,,,12.5,,,,9.05,96.835,4.525,0.4525,0.905,8.145,,9.955,2,2.42553191489362,0.619798796049389,2.24471802266132,2.60634580712592,7,7.30131004366812,2.63202595529405,6.95345170204035,7.6491683852959,50000,51144.347826087,33126.9171963222,46775.6993574762,55512.9962946977,0,126,281.863896361223,72.0046702420741,179.995329757926,300,301.889908256881,310.78504782888,242.354290684038,361.425525829724,0.013,17.0998395636066,59.5833017666633,1.842119454999,32.3575596722141
4162,Chad,TCD,148,Lac,TD07,TD0704,Fouli,Fouli,TD0704,2,7,8/16/2024 12:00:00 AM,8/21/2024 12:00:00 AM,8/18/2024 12:00:00 AM,264,189,95,4,49.6228,14.0156,21.9704,14.3944,,,1.5152,71.5932,35.986,,32.9778,25.5312,40.9563,0.5319,,,1.0638,49.9986,1.5957,46.2753,1.0638,,,,,75.6613,19.5767,4.2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5291,,,99.9972,,,,,,,,,,,,,,,97.8696,2.1276,,,34.0416,34.5735,7.9785,0.5319,21.276,1.5957,,,13.158,27.6318,15.7896,43.4214,,,,48.1481,51.8518,,,,10.204,1.0204,5.102,3.0612,,34.6936,46.9384,,7.1428,11.2244,3.0612,53.0608,20.408,,23.4692,13.2652,15.306,46.053,53.9478,,,,29.268,,68.292,58.536,43.902,,,19.512,,,,,96.8058,0.5319,1.0638,,29.7864,,24.4674,3,2.76623376623377,0.651492432773213,2.61774485983791,2.91472267262962,8,7.79693486590038,2.32059553178118,7.50965235120287,8.08421738059789,75000,76276.1742424242,46639.3135558909,70535.271598577,82017.0768862715,160,215.548571428571,195.222894534307,186.033644047773,245.063498809369,100,140.613636363636,108.519835544708,124.253655599415,156.973617127858,2,2.4,0.980078130532962,2.00796874778682,2.79203125221318
4163,Chad,TCD,148,Lac,TD07,TD0703,Kaya,Kaya,TD0703,2,7,8/15/2024 12:00:00 AM,9/3/2024 12:00:00 AM,8/24/2024 12:00:00 AM,268,199,89,34,52.6071,11.5661,21.6398,14.1778,,,12.6854,74.2469,33.2059,,13.065,31.6575,51.255,4.02,,,,21.105,11.055,54.7725,13.065,,,,,20.6025,3.015,74.8725,,,,,,,,,,0.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5025,,,,,,,,,,,,,,,,,,,,,,,,,,0.5025,,,,,,,,,,,,,,,,,,,,,,,,99.9975,,,,,,,,,,,,,,,98.9925,1.005,,,31.6575,36.18,1.005,1.5075,12.5625,17.085,,,5.4054,35.1351,10.8108,48.6486,,,,13.065,86.9325,,,0.578,8.092,,1.734,2.312,0.578,19.074,8.092,,74.562,8.67,,35.836,4.624,,8.092,8.092,20.23,40.5405,59.4594,,,,22.7275,,68.1825,72.728,36.364,,4.5455,9.091,,,,,77.8875,0.5025,0.5025,,28.14,,21.6075,3,2.92708333333333,0.734216777845744,2.77721196114063,3.07695470552604,8,8.04166666666667,2.76782769190342,7.70097062929639,8.38236270403694,77500,77480.4104477612,42445.792860362,72294.8315187479,82665.9893767745,120,284.040201005025,452.573973358153,219.875964287118,348.204437722933,100,118.78391959799,167.291517217216,95.0659571354674,142.501882060513,3,3.42857142857143,0.606538608542084,2.97007133749671,3.88707151964615
